Employee ID,Gender,Ethnicity,Employment Status,Employee Type,Business Function,Job Level,Base Pay,Country Name,Job Designation,Performance Rating,Job Name
300482,Female,Other,Full-Time,Regular Employee,Marketing,S4,"$107,500.43",BR,Hybrid,More Impact Needed,Brand Manager
300483,Female,Asian,Contract,Regular Employee,Technology,M5,"$82,664.50",GB,Hybrid,More Impact Needed,Cloud Engineer
300484,Female,White,Full-Time,Regular Employee,Sales,E5,"$83,395.99",PH,Hybrid,Significant Impact,Sales Manager
300485,Non-Binary,Black,Full-Time,Regular Employee,Finance,P7,"$82,220.74",BR,Hybrid,Significant Impact,Accountant
300486,Male,Hispanic,Full-Time,Regular Employee,Technology,M6,"$81,753.08",IT,Hybrid,Transformative Impact,Cloud Engineer
300487,Male,Black,Full-Time,Regular Employee,Finance,S1,"$72,693.26",ZA,Remote,Transformative Impact,Finance Manager
300488,Non-Binary,Black,Full-Time,Regular Employee,Engineering,S1,"$87,992.52",EG,In_Office,More Impact Needed,Software Engineer
300489,Female,Black,Full-Time,Regular Employee,Engineering,P7,"$68,394.25",CA,In_Office,Transformative Impact,Software Engineer
300490,Female,Hispanic,Part-Time,Regular Employee,Legal,P2,"$106,468.72",PL,In_Office,Significant Impact,Paralegal
300491,Female,Hispanic,Full-Time,Regular Employee,Legal,E5,"$35,139.64",CL,Hybrid,Significant Impact,Paralegal
300492,Male,Hispanic,Full-Time,Regular Employee,Sales,E3,"$56,800.65",PL,Remote,Transformative Impact,Account Executive
300493,Male,Hispanic,Part-Time,Regular Employee,People,P5,"$82,106.90",CL,Hybrid,Transformative Impact,HR Manager
300494,Female,Black,Part-Time,Regular Employee,Legal,P3,"$73,409.91",EG,In_Office,Transformative Impact,Compliance Officer
300495,Male,Other,Part-Time,Regular Employee,People,M5,"$64,944.82",DE,Hybrid,Significant Impact,HR Manager
300496,Female,Other,Full-Time,Contingent Worker,Marketing,M1,"$78,499.71",IL,Remote,Significant Impact,Marketing Specialist
300497,Male,Hispanic,Full-Time,Regular Employee,Legal,M3,"$50,708.96",IN,Remote,Significant Impact,Compliance Officer
300498,Non-Binary,Asian,Full-Time,Regular Employee,Marketing,P5,"$54,274.59",JP,Hybrid,Significant Impact,Marketing Specialist
300499,Non-Binary,White,Part-Time,Regular Fixed Term,Finance,M5,"$72,457.57",CR,Remote,Significant Impact,Financial Analyst
300500,Female,Asian,Part-Time,Regular Employee,Finance,S4,"$82,677.96",AU,In_Office,More Impact Needed,Financial Analyst
300501,Female,Asian,Full-Time,Regular Employee,Marketing,S3,"$60,668.69",HU,Remote,More Impact Needed,Brand Manager
300502,Male,Asian,Full-Time,Contingent Worker,Finance,M2,"$39,032.90",NL,Hybrid,Transformative Impact,Accountant
300503,Female,Other,Part-Time,Regular Employee,Marketing,S1,"$79,594.36",HU,Hybrid,Significant Impact,SEO Analyst
300504,Female,White,Full-Time,Regular Employee,People,P7,"$84,712.66",GB,Remote,More Impact Needed,HR Manager
300505,Male,Asian,Full-Time,Regular Employee,Sales,P2,"$53,172.77",PT,Hybrid,Transformative Impact,Sales Associate
300506,Non-Binary,Hispanic,Full-Time,Regular Employee,Marketing,M3,"$67,148.51",ES,Remote,Transformative Impact,Marketing Specialist
300507,Female,Other,Full-Time,Regular Employee,Legal,P3,"$93,197.81",NL,Hybrid,Transformative Impact,Compliance Officer
300508,Non-Binary,Hispanic,Contract,Regular Employee,Legal,M4,"$51,823.36",CL,Hybrid,Significant Impact,Legal Counsel
300509,Female,Hispanic,Full-Time,Regular Employee,People,P1,"$74,349.93",IE,In_Office,Significant Impact,Recruiter
300510,Female,Asian,Full-Time,Contingent Worker,Marketing,M1,"$61,701.91",FR,Hybrid,Transformative Impact,Brand Manager
300511,Male,Hispanic,Full-Time,Regular Employee,Finance,S2,"$118,689.84",AU,Remote,Significant Impact,Accountant
300512,Non-Binary,White,Full-Time,Regular Employee,Sales,S4,"$50,458.05",FR,Hybrid,Significant Impact,Account Executive
300513,Female,Hispanic,Full-Time,Regular Fixed Term,Legal,S5,"$38,515.23",MX,Hybrid,More Impact Needed,Paralegal
300514,Male,Asian,Full-Time,Regular Employee,Sales,P1,"$87,124.99",IE,In_Office,Significant Impact,Account Executive
300515,Male,Hispanic,Full-Time,Regular Employee,Sales,S1,"$68,486.78",DO,Remote,Significant Impact,Sales Manager
300516,Male,Other,Full-Time,Regular Employee,Engineering,P1,"$54,389.26",EG,Remote,Transformative Impact,Data Engineer
300517,Female,Other,Part-Time,Regular Employee,Sales,S4,"$65,166.65",JP,Hybrid,Transformative Impact,Account Executive
300518,Non-Binary,Other,Full-Time,Regular Employee,Marketing,S4,"$105,318.25",UY,In_Office,More Impact Needed,Marketing Specialist
300519,Male,Black,Full-Time,Regular Employee,Technology,M2,"$75,060.01",PT,In_Office,Significant Impact,Cloud Engineer
300520,Female,Other,Contract,Regular Fixed Term,Engineering,P4,"$104,294.43",AU,Hybrid,Transformative Impact,Software Engineer
300521,Male,Other,Full-Time,Contingent Worker,Technology,P5,"$50,211.04",IT,In_Office,Significant Impact,Cloud Engineer
300522,Non-Binary,Black,Part-Time,Regular Employee,People,E5,"$96,742.54",PH,Remote,Significant Impact,HR Business Partner
300523,Female,Other,Full-Time,Regular Employee,Finance,M1,"$55,630.62",CL,Hybrid,Significant Impact,Finance Manager
300524,Female,Asian,Part-Time,Regular Employee,Engineering,P5,"$99,536.84",SG,Hybrid,Significant Impact,Machine Learning Engineer
300525,Female,Other,Part-Time,Contingent Worker,Technology,P4,"$97,903.68",JP,In_Office,Significant Impact,Cloud Engineer
300526,Male,Other,Full-Time,Regular Employee,Sales,E2,"$55,103.22",IE,Remote,Significant Impact,Sales Associate
300527,Male,Black,Part-Time,Regular Employee,Finance,E3,"$83,446.89",FR,Hybrid,Significant Impact,Accountant
300528,Male,Asian,Contract,Regular Employee,Sales,P4,"$79,137.95",ES,Hybrid,Transformative Impact,Sales Associate
300529,Female,Hispanic,Full-Time,Regular Employee,Sales,M3,"$93,722.30",IL,Hybrid,Transformative Impact,Sales Manager
300530,Female,White,Full-Time,Contingent Worker,Engineering,P1,"$52,347.76",JP,Remote,Transformative Impact,Software Engineer
300531,Non-Binary,Asian,Full-Time,Regular Employee,People,S4,"$66,869.14",ZA,In_Office,Significant Impact,HR Business Partner
300532,Non-Binary,Hispanic,Part-Time,Regular Employee,Technology,E2,"$75,960.21",CA,Hybrid,More Impact Needed,IT Support Specialist
300533,Female,Asian,Full-Time,Contingent Worker,Sales,P4,"$105,093.85",AU,Hybrid,Transformative Impact,Sales Associate
300534,Female,Hispanic,Full-Time,Regular Employee,Marketing,M3,"$76,194.04",AU,Hybrid,Significant Impact,Marketing Specialist
300535,Non-Binary,Hispanic,Full-Time,Regular Employee,Engineering,S4,"$55,580.90",PH,Hybrid,Transformative Impact,Machine Learning Engineer
300536,Female,Asian,Full-Time,Regular Employee,Marketing,M6,"$81,420.70",BR,Remote,More Impact Needed,SEO Analyst
300537,Male,Black,Full-Time,Regular Employee,Marketing,P6,"$54,697.34",IT,In_Office,Significant Impact,SEO Analyst
300538,Female,Asian,Full-Time,Regular Employee,Technology,S4,"$41,273.79",ES,Remote,Significant Impact,Cybersecurity Analyst
300539,Male,Asian,Part-Time,Regular Employee,Sales,S3,"$71,766.84",IL,Hybrid,Significant Impact,Sales Associate
300540,Non-Binary,Hispanic,Full-Time,Regular Employee,Technology,S4,"$80,555.36",AU,Hybrid,Transformative Impact,Cybersecurity Analyst
300541,Female,White,Full-Time,Regular Employee,Marketing,E1,"$78,855.74",CA,In_Office,Significant Impact,Brand Manager
300542,Male,Hispanic,Full-Time,Regular Employee,Technology,S2,"$76,069.52",MX,In_Office,Significant Impact,IT Support Specialist
300543,Female,Other,Full-Time,Contingent Worker,Finance,S5,"$110,713.27",AU,Hybrid,Transformative Impact,Accountant
300544,Female,Asian,Full-Time,Regular Employee,People,P4,"$106,026.29",GB,In_Office,Significant Impact,HR Business Partner
300545,Male,Asian,Full-Time,Regular Fixed Term,Sales,S3,"$58,514.61",UY,Hybrid,Significant Impact,Sales Associate
300546,Male,Black,Full-Time,Regular Employee,Marketing,S4,"$93,866.19",CR,Hybrid,Transformative Impact,SEO Analyst
300547,Female,Hispanic,Full-Time,Regular Fixed Term,People,E2,"$120,238.48",GB,In_Office,Transformative Impact,HR Manager
300548,Female,Black,Full-Time,Regular Fixed Term,Technology,M5,"$110,165.07",DE,Hybrid,Significant Impact,IT Support Specialist
300549,Female,Asian,Full-Time,Regular Employee,People,S2,"$95,159.32",US,Remote,More Impact Needed,HR Business Partner
300550,Female,Hispanic,Contract,Regular Employee,Finance,M1,"$72,320.37",DO,Remote,More Impact Needed,Finance Manager
300551,Female,Hispanic,Full-Time,Regular Employee,Finance,E3,"$48,908.87",IE,Hybrid,Transformative Impact,Financial Analyst
300552,Female,Other,Part-Time,Regular Employee,Legal,P2,"$55,772.25",SG,Remote,More Impact Needed,Compliance Officer
300553,Female,Other,Part-Time,Regular Employee,People,P4,"$85,566.45",IT,In_Office,Transformative Impact,HR Manager
300554,Female,White,Full-Time,Regular Employee,Sales,M1,"$80,888.61",UY,Remote,Significant Impact,Sales Manager
300555,Male,Other,Part-Time,Regular Employee,Finance,M4,"$76,373.16",CA,Remote,Transformative Impact,Finance Manager
300556,Male,Hispanic,Full-Time,Regular Employee,Sales,M5,"$93,201.57",ZA,Remote,Significant Impact,Account Executive
300557,Male,Other,Full-Time,Regular Employee,People,M4,"$98,398.42",IN,Hybrid,More Impact Needed,Recruiter
300558,Female,White,Full-Time,Regular Employee,Finance,P7,"$98,370.11",EG,In_Office,More Impact Needed,Financial Analyst
300559,Female,Asian,Part-Time,Regular Employee,Legal,M4,"$89,726.84",PT,Remote,Transformative Impact,Legal Counsel
300560,Female,Other,Full-Time,Regular Employee,People,P7,"$85,346.49",US,Hybrid,Significant Impact,Recruiter
300561,Male,Hispanic,Part-Time,Regular Employee,Sales,M4,"$64,468.74",PH,Remote,Transformative Impact,Sales Associate
300562,Male,Asian,Full-Time,Regular Employee,Legal,E6,"$76,707.79",IT,Remote,Significant Impact,Paralegal
300563,Male,Hispanic,Part-Time,Regular Employee,People,P2,"$82,191.64",JP,Remote,Significant Impact,HR Manager
300564,Male,Asian,Full-Time,Regular Employee,Finance,P1,"$73,932.50",IE,In_Office,Transformative Impact,Financial Analyst
300565,Female,Hispanic,Full-Time,Regular Employee,Marketing,M4,"$43,188.07",CA,Hybrid,Significant Impact,Brand Manager
300566,Male,Other,Full-Time,Contingent Worker,People,S1,"$81,411.83",ZA,In_Office,Transformative Impact,HR Business Partner
300567,Male,Other,Full-Time,Regular Employee,Engineering,S2,"$73,846.06",CA,Remote,Transformative Impact,Software Engineer
300568,Non-Binary,White,Full-Time,Regular Employee,Sales,E1,"$72,237.75",IE,In_Office,Significant Impact,Sales Associate
300569,Male,Asian,Contract,Regular Employee,Finance,M6,"$86,473.28",JP,Hybrid,Transformative Impact,Finance Manager
300570,Female,White,Full-Time,Regular Employee,Finance,E6,"$86,061.56",IL,Hybrid,Transformative Impact,Finance Manager
300571,Female,Black,Contract,Regular Employee,Engineering,M2,"$98,874.45",CR,In_Office,Significant Impact,Machine Learning Engineer
300572,Male,Other,Full-Time,Contingent Worker,Marketing,P2,"$86,826.05",HU,Hybrid,Significant Impact,Marketing Specialist
300573,Female,Asian,Part-Time,Regular Employee,Legal,S5,"$67,320.75",IT,In_Office,Significant Impact,Compliance Officer
300574,Female,White,Full-Time,Regular Employee,Finance,M1,"$101,468.01",DE,In_Office,Significant Impact,Financial Analyst
300575,Non-Binary,White,Full-Time,Regular Employee,Technology,P2,"$105,076.47",ES,Hybrid,Transformative Impact,IT Support Specialist
300576,Male,Black,Part-Time,Contingent Worker,Legal,M1,"$74,579.95",IT,In_Office,Significant Impact,Paralegal
300577,Non-Binary,White,Full-Time,Regular Employee,Legal,P4,"$99,983.14",US,Remote,Significant Impact,Paralegal
300578,Female,Hispanic,Full-Time,Regular Fixed Term,Legal,M3,"$78,268.12",CL,Remote,More Impact Needed,Legal Counsel
300579,Male,Other,Full-Time,Regular Employee,Marketing,M6,"$97,992.34",DE,Hybrid,Transformative Impact,SEO Analyst
300580,Female,White,Full-Time,Regular Employee,People,M5,"$101,471.32",NL,In_Office,More Impact Needed,HR Manager
300581,Non-Binary,White,Full-Time,Regular Employee,Engineering,M4,"$62,341.54",AU,Remote,Transformative Impact,Machine Learning Engineer
300582,Female,Black,Part-Time,Regular Employee,Sales,E5,"$102,997.32",UY,Hybrid,Transformative Impact,Account Executive
300583,Male,Hispanic,Full-Time,Regular Employee,Engineering,P3,"$75,905.47",EG,Hybrid,More Impact Needed,Software Engineer
300584,Female,White,Full-Time,Regular Employee,Finance,E5,"$82,797.13",DE,In_Office,More Impact Needed,Financial Analyst
300585,Male,Other,Full-Time,Regular Employee,Engineering,P4,"$97,239.16",CA,Hybrid,Significant Impact,Machine Learning Engineer
300586,Male,Other,Full-Time,Regular Employee,Sales,S3,"$69,851.56",PL,In_Office,Significant Impact,Sales Associate
300587,Male,White,Full-Time,Regular Fixed Term,People,M5,"$94,841.89",IL,Remote,Transformative Impact,HR Manager
300588,Male,Hispanic,Part-Time,Regular Employee,Finance,P3,"$78,338.66",UY,Hybrid,Significant Impact,Financial Analyst
300589,Male,Other,Part-Time,Regular Employee,People,M1,"$65,914.32",SG,Hybrid,More Impact Needed,HR Business Partner
300590,Male,Other,Full-Time,Regular Employee,Finance,P5,"$87,868.50",BR,Hybrid,Significant Impact,Finance Manager
300591,Female,Hispanic,Part-Time,Regular Employee,Sales,P1,"$100,051.44",IT,Hybrid,Transformative Impact,Sales Associate
300592,Male,Hispanic,Full-Time,Regular Employee,People,E5,"$77,110.83",PT,In_Office,Significant Impact,Recruiter
300593,Male,White,Part-Time,Regular Employee,Sales,E1,"$54,727.43",IE,Hybrid,Significant Impact,Account Executive
300594,Female,Asian,Full-Time,Regular Fixed Term,Sales,E5,"$68,555.92",UY,Remote,Transformative Impact,Sales Associate
300595,Female,Black,Full-Time,Regular Employee,Marketing,P2,"$60,865.68",IT,Remote,More Impact Needed,Brand Manager
300596,Female,Asian,Full-Time,Regular Employee,Engineering,M2,"$120,502.68",GB,Hybrid,Transformative Impact,Software Engineer
300597,Male,Asian,Full-Time,Regular Employee,Finance,P4,"$57,519.05",GB,Hybrid,Significant Impact,Finance Manager
300598,Male,Other,Full-Time,Regular Employee,Legal,M1,"$30,000.00",IT,Hybrid,More Impact Needed,Compliance Officer
300599,Male,Hispanic,Full-Time,Regular Employee,Legal,P3,"$67,302.35",FR,Hybrid,Transformative Impact,Compliance Officer
300600,Male,Other,Full-Time,Regular Employee,People,P7,"$78,727.12",JP,Hybrid,Significant Impact,HR Manager
300601,Male,Black,Full-Time,Regular Employee,Sales,E5,"$75,658.42",HU,In_Office,More Impact Needed,Sales Associate
300602,Male,White,Full-Time,Contingent Worker,Engineering,E1,"$78,597.14",CR,In_Office,Significant Impact,Machine Learning Engineer
300603,Male,Black,Full-Time,Regular Employee,Finance,E3,"$49,405.24",UY,Remote,Significant Impact,Accountant
300604,Male,Other,Full-Time,Regular Employee,People,P2,"$76,232.77",HU,Remote,Significant Impact,Recruiter
300605,Female,Other,Full-Time,Contingent Worker,Sales,P7,"$55,189.40",CA,Hybrid,Significant Impact,Account Executive
300606,Male,Other,Full-Time,Regular Employee,Marketing,E5,"$93,105.38",NL,Remote,Significant Impact,Brand Manager
300607,Male,Other,Contract,Regular Employee,Legal,E5,"$52,135.13",FR,Hybrid,More Impact Needed,Legal Counsel
300608,Female,Asian,Contract,Regular Employee,Legal,M6,"$73,274.24",IT,Hybrid,Significant Impact,Paralegal
300609,Female,White,Full-Time,Regular Employee,Finance,P3,"$59,108.97",UY,In_Office,Transformative Impact,Accountant
300610,Male,Asian,Full-Time,Regular Employee,Finance,M2,"$94,049.15",NL,In_Office,Significant Impact,Finance Manager
300611,Female,Other,Full-Time,Regular Employee,Finance,E3,"$65,595.74",GB,In_Office,Significant Impact,Financial Analyst
300612,Female,Hispanic,Contract,Regular Employee,People,M2,"$53,995.27",UY,Remote,Significant Impact,HR Manager
300613,Male,Asian,Full-Time,Regular Employee,Finance,M3,"$96,089.92",IT,Remote,Significant Impact,Financial Analyst
300614,Female,Other,Full-Time,Regular Employee,People,P1,"$35,139.51",FR,Hybrid,Significant Impact,HR Business Partner
300615,Non-Binary,Other,Full-Time,Regular Employee,Engineering,M2,"$88,843.36",IN,In_Office,Significant Impact,Machine Learning Engineer
300616,Male,White,Full-Time,Regular Employee,Sales,P5,"$81,737.42",CA,Remote,More Impact Needed,Account Executive
300617,Male,Black,Full-Time,Regular Employee,Legal,P6,"$125,449.96",US,Remote,More Impact Needed,Paralegal
300618,Female,Asian,Full-Time,Regular Employee,Technology,S4,"$88,013.47",FR,In_Office,Transformative Impact,Cybersecurity Analyst
300619,Female,Asian,Full-Time,Regular Employee,Technology,E5,"$85,012.03",HU,Remote,More Impact Needed,Cloud Engineer
300620,Male,Asian,Full-Time,Regular Fixed Term,People,P6,"$57,968.48",ES,Hybrid,Significant Impact,HR Manager
300621,Male,Other,Full-Time,Regular Employee,Sales,P7,"$70,611.62",NL,Hybrid,Significant Impact,Sales Associate
300622,Male,White,Full-Time,Regular Employee,Marketing,E5,"$80,242.88",AU,Remote,Transformative Impact,SEO Analyst
300623,Female,Other,Full-Time,Contingent Worker,Finance,P6,"$103,441.61",IE,In_Office,Transformative Impact,Accountant
300624,Female,Other,Part-Time,Regular Employee,Legal,P4,"$59,618.29",UY,Hybrid,Significant Impact,Paralegal
300625,Male,Hispanic,Full-Time,Regular Employee,Marketing,S4,"$38,233.70",DO,Hybrid,Significant Impact,SEO Analyst
300626,Female,White,Full-Time,Regular Employee,People,P6,"$76,446.03",PT,Hybrid,Significant Impact,HR Manager
300627,Female,Asian,Full-Time,Regular Employee,Finance,P2,"$43,132.30",PH,In_Office,Significant Impact,Accountant
300628,Male,Black,Full-Time,Regular Employee,Sales,E3,"$91,189.71",PL,Hybrid,Transformative Impact,Sales Manager
300629,Male,Asian,Full-Time,Contingent Worker,Engineering,P1,"$105,328.16",DO,Hybrid,Significant Impact,Machine Learning Engineer
300630,Female,Other,Full-Time,Regular Employee,Sales,P6,"$95,616.89",UY,Hybrid,Significant Impact,Sales Manager
300631,Female,White,Full-Time,Regular Fixed Term,People,S4,"$64,929.64",DE,Hybrid,More Impact Needed,HR Manager
300632,Female,White,Full-Time,Regular Employee,Engineering,S4,"$107,408.12",HU,Hybrid,More Impact Needed,Software Engineer
300633,Female,White,Full-Time,Contingent Worker,Engineering,M2,"$59,642.22",CL,Hybrid,More Impact Needed,Machine Learning Engineer
300634,Male,Hispanic,Full-Time,Regular Employee,Finance,M2,"$55,347.12",PH,In_Office,Transformative Impact,Accountant
300635,Male,Asian,Full-Time,Regular Employee,Sales,M6,"$103,591.60",FR,In_Office,Significant Impact,Sales Associate
300636,Female,Hispanic,Full-Time,Regular Employee,People,P5,"$67,889.70",NL,Hybrid,Transformative Impact,HR Business Partner
300637,Male,Black,Full-Time,Regular Employee,Marketing,E5,"$78,181.37",BR,In_Office,Transformative Impact,Marketing Specialist
300638,Male,Other,Full-Time,Regular Employee,Marketing,P5,"$95,292.50",CL,Remote,Transformative Impact,Marketing Specialist
300639,Male,Hispanic,Full-Time,Regular Employee,Engineering,E6,"$53,010.49",IN,Hybrid,Significant Impact,Machine Learning Engineer
300640,Male,Hispanic,Full-Time,Regular Employee,Finance,S1,"$64,312.86",DE,Remote,Significant Impact,Financial Analyst
300641,Male,Other,Full-Time,Regular Employee,Marketing,S4,"$63,246.31",AU,Hybrid,Significant Impact,Marketing Specialist
300642,Male,White,Part-Time,Regular Employee,Engineering,P3,"$70,338.52",MX,Hybrid,Significant Impact,Machine Learning Engineer
300643,Male,Other,Part-Time,Regular Employee,Technology,M2,"$60,790.94",EG,Hybrid,Transformative Impact,IT Support Specialist
300644,Male,Asian,Full-Time,Regular Employee,Sales,M4,"$82,438.05",IE,In_Office,Significant Impact,Sales Manager
300645,Female,Other,Full-Time,Regular Employee,Marketing,P2,"$82,185.25",NL,Hybrid,More Impact Needed,SEO Analyst
300646,Female,White,Full-Time,Regular Employee,Legal,P5,"$75,024.50",IT,In_Office,More Impact Needed,Paralegal
300647,Female,Other,Full-Time,Regular Employee,Technology,S3,"$79,577.06",AU,Remote,Significant Impact,IT Support Specialist
300648,Female,Hispanic,Part-Time,Regular Employee,People,E5,"$61,906.36",BR,Hybrid,Significant Impact,Recruiter
300649,Female,Black,Part-Time,Regular Employee,Technology,M2,"$75,422.88",NL,Remote,Significant Impact,Cloud Engineer
300650,Male,Hispanic,Contract,Regular Employee,Legal,E3,"$41,297.70",IL,Hybrid,Transformative Impact,Legal Counsel
300651,Female,Black,Full-Time,Regular Employee,Sales,S2,"$94,800.04",IN,Remote,Transformative Impact,Sales Associate
300652,Female,Other,Full-Time,Regular Fixed Term,Legal,P4,"$63,782.28",BR,Remote,More Impact Needed,Paralegal
300653,Female,Asian,Part-Time,Contingent Worker,Sales,S3,"$64,639.62",IE,Hybrid,Significant Impact,Account Executive
300654,Male,Other,Full-Time,Regular Employee,Sales,P3,"$56,307.15",PH,In_Office,Significant Impact,Account Executive
300655,Male,White,Part-Time,Regular Employee,Finance,M2,"$77,800.88",PH,Hybrid,Significant Impact,Financial Analyst
300656,Male,Other,Full-Time,Regular Employee,Technology,P7,"$64,323.97",GB,Hybrid,Significant Impact,Cybersecurity Analyst
300657,Male,Black,Full-Time,Regular Employee,Legal,E6,"$87,591.87",FR,Remote,Significant Impact,Legal Counsel
300658,Female,Hispanic,Full-Time,Regular Employee,Engineering,S3,"$54,002.78",BR,In_Office,Significant Impact,Software Engineer
300659,Female,Asian,Full-Time,Regular Employee,Sales,S2,"$77,763.31",JP,Remote,Transformative Impact,Account Executive
300660,Male,Other,Full-Time,Regular Employee,Technology,M3,"$83,512.62",CA,In_Office,Significant Impact,IT Support Specialist
300661,Non-Binary,Other,Full-Time,Regular Employee,Legal,S2,"$90,937.46",CL,Hybrid,Transformative Impact,Compliance Officer
300662,Female,Hispanic,Full-Time,Contingent Worker,Engineering,P7,"$88,334.67",PT,In_Office,Transformative Impact,Software Engineer
300663,Male,Asian,Full-Time,Regular Employee,People,S3,"$56,860.48",CR,Hybrid,Significant Impact,Recruiter
300664,Male,Other,Full-Time,Contingent Worker,Engineering,S1,"$76,359.38",BR,Hybrid,More Impact Needed,Data Engineer
300665,Male,Other,Full-Time,Regular Employee,Legal,S2,"$72,917.11",CL,Hybrid,More Impact Needed,Compliance Officer
300666,Male,Black,Part-Time,Regular Employee,Legal,E3,"$54,045.95",HU,Remote,Significant Impact,Compliance Officer
300667,Male,Black,Full-Time,Regular Employee,Engineering,S5,"$74,467.44",DE,Hybrid,Transformative Impact,Machine Learning Engineer
300668,Male,White,Full-Time,Regular Employee,Engineering,M1,"$47,119.01",PH,Hybrid,Significant Impact,Data Engineer
300669,Male,Hispanic,Contract,Regular Employee,Marketing,P7,"$79,704.87",IN,Hybrid,Significant Impact,SEO Analyst
300670,Male,Asian,Contract,Regular Employee,Sales,P4,"$99,119.20",DO,In_Office,Transformative Impact,Sales Manager
300671,Female,Other,Full-Time,Regular Employee,Legal,P3,"$94,974.82",DE,Hybrid,Transformative Impact,Legal Counsel
300672,Male,Other,Part-Time,Regular Fixed Term,Sales,S3,"$82,827.00",PT,Hybrid,More Impact Needed,Account Executive
300673,Female,White,Full-Time,Regular Employee,Sales,S4,"$80,170.29",ZA,Hybrid,Significant Impact,Sales Associate
300674,Male,Other,Full-Time,Regular Employee,Technology,M3,"$72,704.61",IL,In_Office,More Impact Needed,IT Support Specialist
300675,Non-Binary,Hispanic,Full-Time,Regular Employee,People,M6,"$118,208.72",MX,In_Office,Transformative Impact,Recruiter
300676,Male,White,Full-Time,Regular Employee,Technology,M6,"$70,720.10",DO,Hybrid,Transformative Impact,Cloud Engineer
300677,Male,Hispanic,Part-Time,Regular Employee,Legal,P1,"$48,666.26",UY,Hybrid,Significant Impact,Legal Counsel
300678,Non-Binary,White,Part-Time,Regular Employee,Sales,P5,"$90,259.41",DE,Remote,Transformative Impact,Sales Associate
300679,Female,Other,Contract,Regular Employee,People,M2,"$84,220.57",US,In_Office,Significant Impact,Recruiter
300680,Female,White,Part-Time,Regular Employee,Marketing,E3,"$52,917.63",DE,In_Office,Significant Impact,SEO Analyst
300681,Male,Black,Full-Time,Regular Employee,Sales,E2,"$67,060.72",DE,In_Office,Significant Impact,Sales Manager
300682,Male,Asian,Full-Time,Regular Employee,Sales,E3,"$78,381.29",PH,Hybrid,More Impact Needed,Sales Associate
300683,Female,Other,Contract,Regular Employee,Marketing,M3,"$63,707.55",PT,Hybrid,Transformative Impact,SEO Analyst
300684,Non-Binary,Asian,Part-Time,Regular Employee,Legal,S2,"$93,350.40",FR,In_Office,Significant Impact,Legal Counsel
300685,Female,Other,Part-Time,Regular Employee,Technology,M3,"$59,440.13",CL,Remote,Transformative Impact,Cloud Engineer
300686,Female,Asian,Contract,Regular Fixed Term,Engineering,E5,"$69,972.24",FR,In_Office,Transformative Impact,Software Engineer
300687,Male,Black,Full-Time,Regular Employee,Marketing,S5,"$66,575.59",PT,In_Office,Transformative Impact,SEO Analyst
300688,Female,Asian,Part-Time,Regular Employee,Engineering,P2,"$84,011.60",AU,Remote,Significant Impact,Machine Learning Engineer
300689,Male,White,Part-Time,Regular Employee,Legal,S4,"$87,653.32",SG,In_Office,Transformative Impact,Paralegal
300690,Male,Asian,Contract,Regular Employee,Technology,P6,"$83,981.14",IL,Remote,Significant Impact,Cloud Engineer
300691,Male,Other,Full-Time,Regular Employee,Engineering,S4,"$38,064.35",MX,Remote,Significant Impact,Data Engineer
300692,Female,Hispanic,Full-Time,Regular Employee,Technology,P7,"$78,262.99",PT,In_Office,Transformative Impact,Cloud Engineer
300693,Male,Asian,Full-Time,Regular Employee,Finance,E6,"$84,545.50",ES,In_Office,More Impact Needed,Finance Manager
300694,Male,Asian,Full-Time,Regular Employee,Engineering,P1,"$86,844.56",FR,Remote,Significant Impact,Data Engineer
300695,Female,Asian,Full-Time,Regular Employee,Technology,E2,"$71,450.53",NL,In_Office,Transformative Impact,Cloud Engineer
300696,Male,Other,Full-Time,Regular Employee,Marketing,M5,"$75,471.53",CL,In_Office,Transformative Impact,Brand Manager
300697,Female,Asian,Full-Time,Regular Employee,Sales,M2,"$63,627.00",PL,Remote,Transformative Impact,Sales Associate
300698,Male,Other,Full-Time,Regular Fixed Term,Sales,P4,"$100,559.30",US,In_Office,Transformative Impact,Sales Manager
300699,Female,Other,Full-Time,Regular Employee,People,S4,"$48,170.41",IE,In_Office,More Impact Needed,HR Business Partner
300700,Female,Hispanic,Full-Time,Regular Employee,Marketing,M2,"$84,032.95",FR,Hybrid,Significant Impact,SEO Analyst
300701,Male,White,Full-Time,Regular Employee,Technology,P4,"$55,097.08",IE,In_Office,Transformative Impact,Cloud Engineer
300702,Male,Other,Full-Time,Regular Employee,Legal,P5,"$65,408.60",PT,Remote,Significant Impact,Compliance Officer
300703,Male,Black,Full-Time,Regular Fixed Term,People,S4,"$74,213.35",HU,In_Office,Significant Impact,Recruiter
300704,Male,Asian,Full-Time,Regular Employee,Sales,E1,"$35,283.30",US,Remote,Significant Impact,Sales Associate
300705,Non-Binary,Black,Full-Time,Regular Employee,Sales,P4,"$47,136.62",CA,Hybrid,Transformative Impact,Sales Associate
300706,Male,Asian,Full-Time,Regular Employee,People,E3,"$42,973.94",NL,Hybrid,Transformative Impact,HR Manager
300707,Female,Hispanic,Part-Time,Regular Employee,Marketing,M5,"$83,520.01",ES,In_Office,Significant Impact,Brand Manager
